Collection Title,Unit Title,Unit Date,Container Type,Container Number,Extent
Tony Schwartz Collection,"Chez Beauvais presentation reviews, handbills, and cue sheets, 1989-07-29-1989-08-21",1989-07-29-1989-08-21,box-folder,150/8,
Tony Schwartz Collection,"Poster promoting ""Tony Schwartz Presents the Humorous Side of Political Commercials,"" at Chez Beauvais, New York, New York, 1989-08",1989-08,box-folder,225/17,
Tony Schwartz Collection,"Virginia Commonwealth University handbills, 1990-03-07-1990-09-21",1990-03-07-1990-09-21,box-folder,150/9,
Tony Schwartz Collection,"United States Information Agency correspondence and visitor biographical data, 1990-08-15-1993-02-11",1990-08-15-1993-02-11,box-folder,151/1,
Tony Schwartz Collection,"United States Information Agency correspondence and visitor biographical data, 1993-03-03-2000-09-11",1993-03-03-2000-09-11,box-folder,151/2,
Tony Schwartz Collection,"Inside Edition transcript, 1992-03-30",1992-03-30,box-folder,151/3,
Tony Schwartz Collection,"Museum of Television and Radio correspondence, 1992-11-13-1998-04-07",1992-11-13-1998-04-07,box-folder,151/4,
Tony Schwartz Collection,"The Legacy of McLuhan: A Symposium correspondence, presentation outline, and other materials, 1997-12-17-1998-03-28",1997-12-17-1998-03-28,box-folder,151/5,
Tony Schwartz Collection,"International Association of Business Communicators correspondence and presentation outline, 1979, undated","1979, undated",box-folder,152/1,
Tony Schwartz Collection,"Charlotte Society of Communicating Arts handbill and photocopies, undated",undated,box-folder,152/2,
Tony Schwartz Collection,"""Post Literate Society"" notes and resource material, undated",undated,box-folder,152/3,
Tony Schwartz Collection,"Quotations, undated",undated,box-folder,152/4,
Tony Schwartz Collection,"Royal Typographers Gallery invitation, undated",undated,box-folder,152/5,
Tony Schwartz Collection,"Transcript of an untitled political speech by Tony Schwartz, undated",undated,box-folder,152/6,
Tony Schwartz Collection,"Exhibitions, 1983-1993",1983-1993,,,
Tony Schwartz Collection,"Hely Lima correspondence and promotional material, 1983-04-09-1983-04-18",1983-04-09-1983-04-18,box-folder,152/7,
Tony Schwartz Collection,"Promotional flier for Robert Lowe paintings and drawings exhibition, Zoma Gallery, New York, New York, 1982-04-27-1982-05-23",1982-04-27-1982-05-23,box-folder,220/11,
Tony Schwartz Collection,"Sigmund Freud Antiquities: Fragments from a Buried Past correspondence, 1989-08-07-1989-09-07",1989-08-07-1989-09-07,box-folder,152/8,
Tony Schwartz Collection,"Image World: Art and Media Culture correspondence, circa 1989-1990-02-01",circa 1989-1990-02-01,box-folder,152/9,
Tony Schwartz Collection,"Perpetual Campaign: The Making of the People's President correspondence, 1991-12-17-1994",1991-12-17-1994,box-folder,152/10,
Tony Schwartz Collection,"The Living Room Candidate: A History of Presidential Campaigns on TV, 1952-1992 program guide, 1992-07-04-1993-01-24",1992-07-04-1993-01-24,box-folder,152/11,
Tony Schwartz Collection,"Buttons to Broadcasts, Two Centuries of Political Advertising brochure, undated",undated,box-folder,152/12,
Tony Schwartz Collection,"Series 3. Works and Publications, 1950-2004",1950-2004,,,5 linear feet
Tony Schwartz Collection,"Audiovisual works, 1950-2004, undated","1950-2004, undated",,,
Tony Schwartz Collection,"Album lists, undated",undated,box-folder,153/1,
Tony Schwartz Collection,"Bad Bishops correspondence and research, 1981-05-17-1983-08-11",1981-05-17-1983-08-11,box-folder,153/2,
Tony Schwartz Collection,"Chic Chaikin interview, undated",undated,box-folder,153/3,
Tony Schwartz Collection,"Children and God publicity materials, circa 1970",circa 1970,box-folder,153/4,
Tony Schwartz Collection,"Children and God promotional package, circa 1970",circa 1970,box-folder,220/12,
Tony Schwartz Collection,"The Educated Eye II and Children and God movable record cover, [early 1970s?]",[early 1970s?],box-folder,226/1-2,
Tony Schwartz Collection,"Contracts and royalties, 1956-1959",1956-1959,box-folder,153/5,
Tony Schwartz Collection,"Dick Wade interview, 1975-10-14",1975-10-14,box-folder,153/6,
Tony Schwartz Collection,"Dirty Business correspondence and publicity materials, 1988-03-15-1988-04-13",1988-03-15-1988-04-13,box-folder,153/7,
Tony Schwartz Collection,"Dominating Political Media materials, 1984-09-24-1988-05-03",1984-09-24-1988-05-03,box-folder,153/8,
Tony Schwartz Collection,"Fight for Your Life correspondence and PR materials, 1986-01-12-1987-02-10",1986-01-12-1987-02-10,box-folder,153/9,
Tony Schwartz Collection,"Folkways Records, 1951-2000",1951-2000,,,
Tony Schwartz Collection,"Royalty statements, circa 1962-circa 1992",circa 1962-circa 1992,box-folder,153/10,
Tony Schwartz Collection,"Correspondence, 1953-01-05-2000-12",1953-01-05-2000-12,box-folder,153/11,
Tony Schwartz Collection,"Production materials, 1953-1970",1953-1970,box-folder,154/1,
Tony Schwartz Collection,"Joseph Carpini cover art for If He Asks You Was I Laughing, undated",undated,box-folder,220/13,
Tony Schwartz Collection,"French Folk Songs and Nueva York album covers, circa 1954-1955",circa 1954-1955,box-folder,226/3-4,
Tony Schwartz Collection,"New York 19 album cover artwork, circa 1954",circa 1954,box-folder,230/3,
Tony Schwartz Collection,"Reviews, circa 1951-1998-04-26",circa 1951-1998-04-26,box-folder,154/2,
Tony Schwartz Collection,"Guerrilla Media, circa 1980s-2004",circa 1980s-2004,,,
Tony Schwartz Collection,"Post production materials, 1988-03-21-2004-01-14",1988-03-21-2004-01-14,box-folder,154/3,
Tony Schwartz Collection,"Post production materials, 1987-10-06-1989-02-01",1987-10-06-1989-02-01,box-folder,154/4,
Tony Schwartz Collection,"Endorsement scripts, 1988-01-19-1988-09-19",1988-01-19-1988-09-19,box-folder,154/5,
Tony Schwartz Collection,"Press release materials, circa 1988",circa 1988,box-folder,154/6,
Tony Schwartz Collection,"Scripts and production materials, circa 1980s",circa 1980s,box-folder,154/7,
Tony Schwartz Collection,"Scripts, circa 1980s",circa 1980s,box-folder,155/1,
Tony Schwartz Collection,"Guerrilla Media video cover paste-up, 1988-02-13",1988-02-13,box-folder,230/4,
Tony Schwartz Collection,"David Hoffman correspondence, 1986-04-16-1989-06-05",1986-04-16-1989-06-05,box-folder,155/2,
Tony Schwartz Collection,"David Hoffman materials, circa 1980s",circa 1980s,box-folder,155/3,
Tony Schwartz Collection,"Henry Reed interview, undated",undated,box-folder,155/4,
Tony Schwartz Collection,"Hoffman DVD, undated",undated,box-folder,155/5,
Tony Schwartz Collection,"If You Know Someone Who Smokes production and publicity materials, 1987-07-22-1994-08-03",1987-07-22-1994-08-03,box-folder,155/6,
Tony Schwartz Collection,"Photograph of artwork relating to If You Know Someone Who Smokes, 1988-02-02",1988-02-02,box,202,
Tony Schwartz Collection,"Negatives of artwork relating to If You Know Someone Who Smokes, circa 1988",circa 1988,box-folder,204/72,
Tony Schwartz Collection,"I'll Make Me a World, 1998-12-28",1998-12-28,box-folder,155/7,
Tony Schwartz Collection,"“In the Beginning Was the World...” advertisement, 1992",1992,box-folder,155/8,
Tony Schwartz Collection,"Judge Stetcher interview, undated",undated,box-folder,155/9,
Tony Schwartz Collection,"“Learning in Progress, Media” contract data, 1994-10-15-1994-11-15",1994-10-15-1994-11-15,box-folder,155/10,
Tony Schwartz Collection,"Lost & Found Sound materials, 1999-12-06-2001-01-09",1999-12-06-2001-01-09,box-folder,155/11,
Tony Schwartz Collection,"Mnemonic Speech research and publicity materials, circa 1970s",circa 1970s,box-folder,155/12,
Tony Schwartz Collection,"Mnemonic Speech cover [proof?], circa 1970s",circa 1970s,box-folder,230/5,
Tony Schwartz Collection,"Moondog project correspondence and research, undated-2004-01-14",undated-2004-01-14,box-folder,155/13,
Tony Schwartz Collection,"NPR's Weekend Edition Sunday, 2000-03-15",2000-03-15,box-folder,155/14,
Tony Schwartz Collection,"Project 86, 1969-1977, undated","1969-1977, undated",,,
Tony Schwartz Collection,"Project materials, 1969, undated","1969, undated",box-folder,155/15,
Tony Schwartz Collection,"Project materials, undated",undated,box-folder,156/1,
Tony Schwartz Collection,"Slides relating to Project 86, 1977-08",1977-08,box,203,
Tony Schwartz Collection,"Miscellaneous project proposals, circa 1950s",circa 1950s,box-folder,156/2,
Tony Schwartz Collection,"Science of Sound and Music script, correspondence, and research, 1959-1963-03-25",1959-1963-03-25,box-folder,156/3,
Tony Schwartz Collection,"Secrets of Effective Radio Advertising brochures, scripts, and correspondence, 1987-07-12-1988-10-13",1987-07-12-1988-10-13,box-folder,156/4,
Tony Schwartz Collection,"Showdown on Tobacco Road materials, 1987-09-24-1988-01-28",1987-09-24-1988-01-28,box-folder,156/5,
Tony Schwartz Collection,"“Sound of Sight” correspondence, 1967-09-circa 1968",1967-09-circa 1968,box-folder,156/6,
Tony Schwartz Collection,"Sound of the Family of Man sleeve photocopy, undated",undated,box-folder,156/7,
Tony Schwartz Collection,"Sound of the Family of Man printing block, undated",undated,box,223,
Tony Schwartz Collection,"Sound of the Family of Man cover design, undated",undated,box-folder,226/5,
Tony Schwartz Collection,"Standing Here at the Present Time... A Sound Portrait of New York printing block, circa 1965",circa 1965,box,212,
Tony Schwartz Collection,"Standing Here at the Present Time cover art paste-up, circa 1965",circa 1965,box-folder,230/6,
Tony Schwartz Collection,"Standing Here at the Present Time [back cover?] paste-ups and proofs, 1965",1965,box-folder,230/7,
Tony Schwartz Collection,"Tape exchange material, 1950-1955",1950-1955,,,
Tony Schwartz Collection,"""Musical Swap Shop"" fliers, 1951-03",1951-03,box-folder,156/8,
Tony Schwartz Collection,"Correspondence, 1950-11-09-1955-06-08",1950-11-09-1955-06-08,box-folder,156/9,
Tony Schwartz Collection,"They Became What They Beheld concept draft, undated",undated,box-folder,220/14,
Tony Schwartz Collection,"Varied Directions, circa 1981-1992",circa 1981-1992,,,
Tony Schwartz Collection,"Correspondence and sales reports, 1987-12-17-1988-04-06",1987-12-17-1988-04-06,box-folder,156/10,
Tony Schwartz Collection,"General material, circa 1981-1992-07-15",circa 1981-1992-07-15,box-folder,156/11,
Tony Schwartz Collection,"Student papers reflecting on Schwartz tapes, undated",undated,box-folder,156/12,
Tony Schwartz Collection,"David Hoffman, 1983-05-1990-12-10",1983-05-1990-12-10,box-folder,156/13,
Tony Schwartz Collection,"Tony Schwartz video tapes advertisement, circa 1980s-circa 1990s",circa 1980s-circa 1990s,box-folder,157/1,
Tony Schwartz Collection,"Vocational Guidance series, 1956",1956,box-folder,157/2,
Tony Schwartz Collection,"Tony Schwartz website correspondence, 1997-12-10",1997-12-10,box-folder,157/3,
Tony Schwartz Collection,"Writings, 1953-2004, undated","1953-2004, undated",,,
Tony Schwartz Collection,"Anchor Press/ Doubleday correspondence, 1976-03-02",1976-03-02,box-folder,157/4,
Tony Schwartz Collection,"Are television spots effective? question-and-answer fax, 1992-07-11",1992-07-11,box-folder,157/5,
Tony Schwartz Collection,"""Aural Pictures,"" 1985-04",1985-04,box-folder,157/6,
Tony Schwartz Collection,"Book proposal and chapter drafts, undated",undated,box-folder,157/7,
Tony Schwartz Collection,"""ByLine Radio: Narrowcasting to an Audience of One""",,box-folder,157/8,
Tony Schwartz Collection,"Center for Media in the Public Interest, Inc., 1992-1995",1992-1995,,,
Tony Schwartz Collection,"Fliers and stationery, undated",undated,box-folder,157/9,
Tony Schwartz Collection,"Correspondence, 1992-02-05-1995-05",1992-02-05-1995-05,box-folder,157/10,
Tony Schwartz Collection,"Children's radio materials, 1967-1990s",1967-1990s,box-folder,157/11,
Tony Schwartz Collection,"""Commercials - New and Improved"" draft, undated",undated,box-folder,157/12,
Tony Schwartz Collection,"""Communicating,"" 1972-11",1972-11,box-folder,157/13,
Tony Schwartz Collection,"""Communicating with Tape,"" undated",undated,box-folder,157/14,
Tony Schwartz Collection,"“The Crystal Ball” partial draft, circa 1980s",circa 1980s,box-folder,157/15,
Tony Schwartz Collection,"""The Destruction of Time"" partial draft, undated",undated,box-folder,157/16,
Tony Schwartz Collection,"""Do You Really Have a Library?"" 1959-04",1959-04,box-folder,157/17,
Tony Schwartz Collection,"""Electronic Campaigning"" draft, undated",undated,box-folder,157/18,
Tony Schwartz Collection,"""The Electronic Museum and Information Distribution"" draft and research materials, circa 1953-circa 1967",circa 1953-circa 1967,box-folder,157/19,
Tony Schwartz Collection,"Environmental Media draft and stationery, undated",undated,box-folder,157/20,
Tony Schwartz Collection,"""Ethics in Political Media Communication,"" 1980-01-14-1980-02-28",1980-01-14-1980-02-28,box-folder,157/21,
Tony Schwartz Collection,"""The Exhibition of Sound,"" undated",undated,box-folder,157/22,
Tony Schwartz Collection,"""The Future Is Now"" drafts, 1983",1983,box-folder,157/23,
Tony Schwartz Collection,"Guide for Tape Recording draft and correspondence, 1962-03-28-circa 1963",1962-03-28-circa 1963,box-folder,157/24,
Tony Schwartz Collection,"""Hearing's Believing?"" 1967-03",1967-03,box-folder,157/25,
Tony Schwartz Collection,"""How to Change an Image"" draft, undated",undated,box-folder,157/26,
Tony Schwartz Collection,"""How to Grow Grass-Roots in the Global Village"" brochures, contracts, and correspondence, 1969-1987-03-05",1969-1987-03-05,box-folder,157/27,
Tony Schwartz Collection,"""How to Use Radio Advertising Most Effectively,"" 1979-10-15",1979-10-15,box-folder,157/28,
Tony Schwartz Collection,"""How to Watch Debates Today"" draft, 1991-02-26",1991-02-26,box-folder,157/29,
Tony Schwartz Collection,"""How TV Will Change Government,"" 1978-02-05",1978-02-05,box-folder,157/30,
Tony Schwartz Collection,"""The Inside of the Outside,"" 1972-01",1972-01,box-folder,157/31,
Tony Schwartz Collection,"""Kids and Cats"" transcript, undated",undated,box-folder,157/32,
Tony Schwartz Collection,"Correspondence relating to ""The Language: Thinking, Writing, Communicating,"" 1980-05-27-1981-01-19",1980-05-27-1981-01-19,box-folder,157/33,
Tony Schwartz Collection,"""Let's Not Make a Fatal Mistake"" column drafts, 1983-03-02-circa 1983",1983-03-02-circa 1983,box-folder,157/34,
Tony Schwartz Collection,"Letters to the editor, undated",undated,box-folder,157/35,
Tony Schwartz Collection,"“Listen”, 1978-05-05-1979-03-20",1978-05-05-1979-03-20,box-folder,157/36,
Tony Schwartz Collection,"""Mass Communication,"" 1979-07-11-1980-10",1979-07-11-1980-10,box-folder,157/37,
Tony Schwartz Collection,"""The Meaning of Video Replay,"" 1985-01-11",1985-01-11,box-folder,157/38,
Tony Schwartz Collection,"Media Industry Newsletter, 1967-2004",1967-2004,,,
Tony Schwartz Collection,"Research, correspondence relating to USPS column, 1978-12-20-1984-12-09",1978-12-20-1984-12-09,box-folder,158/1,
Tony Schwartz Collection,"Correspondence, 1980-03-06-2004-07-12",1980-03-06-2004-07-12,box-folder,158/2,
Tony Schwartz Collection,"Research, 1980-04-28-1984-04-09",1980-04-28-1984-04-09,box-folder,158/3,
Tony Schwartz Collection,"Newsletters, 1984-05-16-1998-03-30",1984-05-16-1998-03-30,box-folder,158/4,
Tony Schwartz Collection,"Drafts, 1985-08-27-1986-04-10",1985-08-27-1986-04-10,box-folder,158/5,
Tony Schwartz Collection,"Drafts, 1989-01-03-1989-12-18",1989-01-03-1989-12-18,box-folder,158/6,
Tony Schwartz Collection,"Columns, 1976-06-14-1983-08-10",1976-06-14-1983-08-10,box-folder,158/7,
Tony Schwartz Collection,"""Uses and Misuses of Advertising"" columns, 1975-12-19-1982-03-17",1975-12-19-1982-03-17,box-folder,158/8,
Tony Schwartz Collection,"Column compilation booklet, 1977",1977,box-folder,158/9,
Tony Schwartz Collection,"""Social Effects of Media"" columns, 1979-03-19-1983-08-24",1979-03-19-1983-08-24,box-folder,158/10,
Tony Schwartz Collection,"""Political Airwaves"" columns, 1976-07-19-1983-05-18",1976-07-19-1983-05-18,box-folder,158/11,
Tony Schwartz Collection,"""And Now the News!"" columns, 1967-04-1982-10-20",1967-04-1982-10-20,box-folder,158/12,
Tony Schwartz Collection,"""Researching the Consumer"" columns, 1975-11-14-1982-03-03",1975-11-14-1982-03-03,box-folder,159/1,
Tony Schwartz Collection,"""Shoes and Ships and Sealing Wax"" columns, 1968-01-1983-11-16",1968-01-1983-11-16,box-folder,159/2,
Tony Schwartz Collection,"""Recording"" columns, 1963-10-1980-07-23",1963-10-1980-07-23,box-folder,159/3,
Tony Schwartz Collection,"""Media and Education"" columns, 1967-07-1982-05-05, undated","1967-07-1982-05-05, undated",box-folder,159/4,
Tony Schwartz Collection,"Columns, 1967-03-1993-04-26, undated","1967-03-1993-04-26, undated",box-folder,159/5,
Tony Schwartz Collection,"Columns, undated",undated,box-folder,159/6,
Tony Schwartz Collection,"""The FTC's Print and Buggy Romance with Truth,"" circa 1967",circa 1967,box-folder,159/7,
Tony Schwartz Collection,"""Television and Violence"" research and articles, 1969-11-15-1982-05-06",1969-11-15-1982-05-06,box-folder,159/8,
Tony Schwartz Collection,"""Hear and There,"" 1992-10-26-1992-11-23",1992-10-26-1992-11-23,box-folder,159/9,
Tony Schwartz Collection,"Letter concerning a Tony Schwartz MIN column, 1977-08-30",1977-08-30,box-folder,159/10,
Tony Schwartz Collection,"Media Lobbying flier, undated",undated,box-folder,159/11,
Tony Schwartz Collection,"Media, the Second God, circa 1970s-circa 1990s",circa 1970s-circa 1990s,,,
Tony Schwartz Collection,"Post publication materials, 1982-07-16-1987",1982-07-16-1987,box-folder,159/12,
Tony Schwartz Collection,"Book notes, undated",undated,box-folder,159/13,
Tony Schwartz Collection,"Artwork, circa 1980",circa 1980,box-folder,159/14,
Tony Schwartz Collection,"Nurit Karlin Statue of Liberty artwork, circa 1980circa 1980",circa 1980,box-folder,230/9-10,
Tony Schwartz Collection,"Fan letters and reviews, 1981-1982",1981-1982,box-folder,160/1,
Tony Schwartz Collection,"Publicity, 1981-1982",1981-1982,box-folder,160/2,
Tony Schwartz Collection,"Cover art, first edition, 1981",1981,box-folder,160/3,
Tony Schwartz Collection,"Cover lettering and design, 1983 paperback edition, circa 1983",circa 1983,box-folder,226/6,
Tony Schwartz Collection,"Cover lettering and design, 1983 paperback edition, circa 1983",circa 1983,box-folder,230/8,
Tony Schwartz Collection,"Post publication, circa 1980s",circa 1980s,box-folder,160/4,
Tony Schwartz Collection,"John Jay campaign case study, 1981",1981,box-folder,160/5,
Tony Schwartz Collection,"Review correspondence, 1981-1983",1981-1983,box-folder,160/6,
Tony Schwartz Collection,"Petrov interview, circa 1990s",circa 1990s,box-folder,160/7,
Tony Schwartz Collection,"Book draft, circa 1980s",circa 1980s,box-folder,160/8-9,
Tony Schwartz Collection,"Correspondence, circa 1980",circa 1980,box-folder,160/10,
Tony Schwartz Collection,"Research, circa 1970s-circa 1980s",circa 1970s-circa 1980s,box-folder,161/1-2,
Tony Schwartz Collection,"Correspondence, circa 1980",circa 1980,box-folder,161/3,
Tony Schwartz Collection,"Correspondence, 1985-05-01",1985-05-01,box-folder,161/4,
Tony Schwartz Collection,"Book, first edition, 1981",1981,box-folder,161/5,
Tony Schwartz Collection,"Book draft and research, 1977-05-23-1980-02-20",1977-05-23-1980-02-20,box-folder,161/6,
Tony Schwartz Collection,"The Second God: Media in the Post-Literate Society, undated",undated,box-folder,161/7,
Tony Schwartz Collection,"""The Microphone as a Lens,"" undated",undated,box-folder,161/8,
Tony Schwartz Collection,"Letter regarding The Naked Computer, 1983-01-05",1983-01-05,box-folder,161/9,
Tony Schwartz Collection,"""Narrowcasting: Tune In Your Listeners with Radio,"" 1980-02-09",1980-02-09,box-folder,161/10,
Tony Schwartz Collection,"""New Voices"" column, 1969-01-1969-11",1969-01-1969-11,box-folder,161/11,
Tony Schwartz Collection,"""Nynex Impact"" biography draft and article, undated",undated,box-folder,161/12,
Tony Schwartz Collection,"On Political Advertising brochure, undated",undated,box-folder,161/13,
Tony Schwartz Collection,"""Perception or Dropouts?"" 1968-04",1968-04,box-folder,161/14,
Tony Schwartz Collection,"Popular Photography correspondence and articles, 1962-12-17-1965-05",1962-12-17-1965-05,box-folder,161/15,
Tony Schwartz Collection,"""Puncturing Advertising Myths,"" 1977-06-30",1977-06-30,box-folder,161/16,
Tony Schwartz Collection,"Correspondence concerning ""Radio: The Forgotten Medium,"" 1979-11-28-1979-12-17",1979-11-28-1979-12-17,box-folder,162/1,
Tony Schwartz Collection,"""Radio: Two Creative Methods,"" 1978-05-29",1978-05-29,box-folder,162/2,
Tony Schwartz Collection,"""The RCA Tape Cartridge,"" 1959-04",1959-04,box-folder,162/3,
Tony Schwartz Collection,"The Responsive Chord, 1960s-1992",1960s-1992,,,
Tony Schwartz Collection,"Chapter drafts, 1960s-1973",1960s-1973,box-folder,162/4,
Tony Schwartz Collection,"Book draft, 1973",1973,box-folder,162/5,
Tony Schwartz Collection,"Correspondence, 1977-08-16-1992-02-11",1977-08-16-1992-02-11,box-folder,162/6,
Tony Schwartz Collection,"Master book draft, circa 1973",circa 1973,box-folder,162/7,
Tony Schwartz Collection,"Publicity, circa 1973-circa 1975",circa 1973-circa 1975,box-folder,162/8,
Tony Schwartz Collection,"Fan letters and other materials, 1973-11-08-1975-01-14",1973-11-08-1975-01-14,box-folder,162/9,
Tony Schwartz Collection,"Publicity materials, 1957, circa 1971-circa 1980s, 2001","1957, circa 1971-circa 1980s, 2001",box-folder,162/10,
Tony Schwartz Collection,"First edition office copy, 1973",1973,box-folder,162/11,
Tony Schwartz Collection,"Paperback copy, 1974",1974,box-folder,163/1,
Tony Schwartz Collection,"""Hard Sell, Soft Sell, Deep Sell"" and other materials, 1992",1992,box-folder,163/2,
Tony Schwartz Collection,"""Schwartz on Media,"" 1972-07",1972-07,box-folder,163/3,
Tony Schwartz Collection,"""60 Minutes"" op-ed drafts, 1968-undated",1968-undated,box-folder,163/4,
Tony Schwartz Collection,"""Sound Directions,"" 1960s",1960s,,,
Tony Schwartz Collection,"Column, circa 1960s",circa 1960s,box-folder,163/5-7,
Tony Schwartz Collection,"Correspondence relating to ""Speed Hearing: Variable Velocity Comprehension,"" 1971-04-20-1971-05-15",1971-04-20-1971-05-15,box-folder,163/8,
Tony Schwartz Collection,"""Stimuli and Responses"" handout, undated",undated,box-folder,163/9,
Tony Schwartz Collection,"""The Swinging Door to the Mind,"" undated",undated,box-folder,163/10,
Tony Schwartz Collection,"""The Tape Around Us,"" 1974-08",1974-08,box-folder,163/11,
Tony Schwartz Collection,"""Task Oriented Paid Media to Affect Public Behavior"" drafts, undated",undated,box-folder,163/12,
Tony Schwartz Collection,"""The Terminology of Tony Schwartz,"" undated",undated,box-folder,163/13,
Tony Schwartz Collection,"Drafts and original concept notes relating to ""This Won't Take Long, Did It? A Prologue to the Polaroid Revolution,"" undated",undated,box-folder,163/14,
Tony Schwartz Collection,"""Thoughts on Political Advertising,"" 1972-12",1972-12,box-folder,163/15,
Tony Schwartz Collection,"""Tony Schwartz On"" flier, undated",undated,box-folder,163/16,
Tony Schwartz Collection,"""To Replay Is to Know,"" undated",undated,box-folder,163/17,
Tony Schwartz Collection,"""Toward Effective Advertising"" draft, 1973",1973,box-folder,163/18,
Tony Schwartz Collection,"""TV... an Auditory Medium,"" 1979-02-24",1979-02-24,box-folder,163/19,
Tony Schwartz Collection,"""Using Radio"" drafts, undated",undated,box-folder,163/20,
Tony Schwartz Collection,"""Using Today's Media to Change Behavior"" draft, undated",undated,box-folder,163/21,
Tony Schwartz Collection,"Materials relating to ""VCRs Turn Broadcasting into Narrowcasting,"" 1986-03-1986-04-04",1986-03-1986-04-04,box-folder,164/1,
Tony Schwartz Collection,"""Voice of the City,"" 1953-01-12-1996-09-02",1953-01-12-1996-09-02,box-folder,164/2,
Tony Schwartz Collection,"""What Does One of the Most Inventive Minds in Advertising Think about Research?"" 1974-06",1974-06,box-folder,164/3,
Tony Schwartz Collection,"Drafts and correspondence relating to ""What Is a Negative Political Ad?"" 1988-11-23",1988-11-23,box-folder,164/4,
Tony Schwartz Collection,"""What Really Matters, Searching for Wisdom in America,"" circa 1990s",circa 1990s,box-folder,164/5,
Tony Schwartz Collection,"""What's Water"" drafts and research, 1973-1975",1973-1975,box-folder,164/6,
Tony Schwartz Collection,"""When the Unreal Becomes Real"" draft and research materials, circa 1973-undated",circa 1973-undated,box-folder,164/7,
Tony Schwartz Collection,"Series 4. Subject Files, 1912-2005",1912-2005,,,15.2 linear feet
Tony Schwartz Collection,"General subject files, 1912-2005",1912-2005,,,
Tony Schwartz Collection,"1976 U.S. senatorial campaign research, circa 1976",circa 1976,box-folder,226/7,
Tony Schwartz Collection,"35 Plus Committee, circa 1980-1995",circa 1980-1995,box-folder,165/1,
Tony Schwartz Collection,"35-64 Marketing, circa 1980-1989",circa 1980-1989,box-folder,165/2,
Tony Schwartz Collection,"ABC coverage of 1982 New York City marathon, 1982",1982,box-folder,165/3,
Tony Schwartz Collection,"Advertising agency executives' attitudes toward radio, circa 1960-2005",circa 1960-2005,box-folder,165/4,
Tony Schwartz Collection,"Advertising and marketing, circa 1912-1990",circa 1912-1990,box-folder,165/5-8,
Tony Schwartz Collection,"Advertising and marketing photocopies, 1978-05",1978-05,box-folder,226/8,
Tony Schwartz Collection,"African American topics, circa 1960-2005",circa 1960-2005,box-folder,165/9,
Tony Schwartz Collection,"Aging, circa 1990-1999",circa 1990-1999,box-folder,165/10,
Tony Schwartz Collection,"AIDS, circa 1980-2005",circa 1980-2005,box-folder,166/1,
Tony Schwartz Collection,"Roger Ailes, circa 1985-1995",circa 1985-1995,box-folder,166/2,
Tony Schwartz Collection,"Alcohol, circa 1960-2005",circa 1960-2005,box-folder,166/3,
Tony Schwartz Collection,"Alliance of the Building Community, circa 1990-2005",circa 1990-2005,box-folder,166/4,
Tony Schwartz Collection,"American Council on Science and Health, 1991",1991,box-folder,166/5,
Tony Schwartz Collection,"AMICUS, Inc., circa 1960-2005",circa 1960-2005,box-folder,166/6,
Tony Schwartz Collection,"Animal rights, circa 1960-2005",circa 1960-2005,box-folder,166/7,
Tony Schwartz Collection,"Anthropology, circa 1960-2005",circa 1960-2005,box-folder,166/8,
Tony Schwartz Collection,"Anxiety Disorder Association of America, circa 1990-1999",circa 1990-1999,box-folder,166/9,
Tony Schwartz Collection,"Apartheid, circa 1980-2005",circa 1980-2005,box-folder,166/10,
Tony Schwartz Collection,"Architecture, circa 1960-2005",circa 1960-2005,box-folder,166/11,
Tony Schwartz Collection,"Reprint of article on Soviet architecture, 1942-11",1942-11,box-folder,226/9,
Tony Schwartz Collection,"Art, circa 1960-2005",circa 1960-2005,box-folder,166/12,
Tony Schwartz Collection,"Articles on individuals, circa 1960-2005",circa 1960-2005,box-folder,166/13,
Tony Schwartz Collection,"Articles that mention Tony Schwartz, circa 1950-2005",circa 1950-2005,box-folder,166/14,
Tony Schwartz Collection,"Moses Asch, 1971-2000",1971-2000,box-folder,167/1,
Tony Schwartz Collection,"Astronomy and space, circa 1960-2005",circa 1960-2005,box-folder,167/2,
Tony Schwartz Collection,"Attitudes Towards a New Cassette Product, 1972-11",1972-11,box-folder,167/3,
Tony Schwartz Collection,"W.H. Auden, circa 1960-2005",circa 1960-2005,box-folder,167/4,
Tony Schwartz Collection,"Audio Engineering Society, 1966-1970",1966-1970,box-folder,167/5,
Tony Schwartz Collection,"Audio recording and preservation, circa 1960-2005",circa 1960-2005,box-folder,167/6,
Tony Schwartz Collection,"Battleground, circa 1960-2005",circa 1960-2005,box-folder,167/7,
Tony Schwartz Collection,"Belafonte House, circa 1960-2005",circa 1960-2005,box-folder,167/8,
Tony Schwartz Collection,"Jack Bemporad, circa 1960-2005",circa 1960-2005,box-folder,167/9,
Tony Schwartz Collection,"Bettman Archive, 1988-1989",1988-1989,box-folder,167/10,
Tony Schwartz Collection,"Joe Biden, circa 1970-1979",circa 1970-1979,box-folder,167/11,
Tony Schwartz Collection,"Book reviews, 1980-2000",1980-2000,box-folder,167/12-13,
Tony Schwartz Collection,"Boys Choir of Harlem, 1988-1988",1988-1988,box-folder,167/14,
Tony Schwartz Collection,"Oscar Brand, 1994",1994,box-folder,167/15,
Tony Schwartz Collection,"Will Burtin, circa 1977-1977",circa 1977-1977,box-folder,167/16,
Tony Schwartz Collection,"Anne Burton, 1986-1986",1986-1986,box-folder,167/17,
